Marque,Modèle,Année,Kilométrage,Etat,Prix
Cupra,Leon,2022,16177.0,Occasion,26499.0
Skoda,Fabia,2023,23993.0,Occasion,17999.0
Fiat,Panda,2020,40772.0,Occasion,10099.0
Mini,Countryman,2018,100849.0,Occasion,21999.0
Skoda,Scala,2023,31695.0,Occasion,21499.0
Renault,Clio 4,2019,38708.0,Occasion,13499.0
Toyota,Corolla,2020,106934.0,Occasion,16999.0
Citroën,C4 SPACETOURER,2019,62895.0,Occasion,14499.0
Citroën,C3 Aircross,2022,24060.0,Occasion,18499.0
Jeep,Compass,2019,47866.0,Occasion,19799.0
Opel,Corsa,2021,40450.0,Occasion,13999.0
Hyundai,Tucson,2021,58375.0,Occasion,29999.0
Peugeot,308 SW,2024,5875.0,Occasion,27999.0
Audi,A3 Sportback,2021,50325.0,Occasion,28599.0
Volkswagen,T-Roc,2019,55919.0,Occasion,18499.0
Nissan,Juke,2024,17530.0,Occasion,20699.0
Peugeot,508,2020,50586.0,Occasion,20899.0
Skoda,Kamiq,2023,26349.0,Occasion,24999.0
Volkswagen,Tiguan,2017,108709.0,Occasion,19999.0
Peugeot,3008,2020,55163.0,Occasion,21699.0
Citroën,C3,2018,90155.0,Occasion,9799.0
Fiat,500,2023,6502.0,Occasion,20999.0
Peugeot,408,2024,1931.0,Occasion,25399.0
Citroën,C5 X,2022,15861.0,Occasion,23399.0
Dacia,JOGGER,2023,41890.0,Occasion,18499.0
Volkswagen,Golf 8,2023,20215.0,Occasion,37999.0
Dacia,Sandero,2022,34216.0,Occasion,14999.0
Cupra,FORMENTOR,2022,16368.0,Occasion,31399.0
Peugeot,308,2022,38956.0,Occasion,27999.0
Toyota,C-HR,2022,29789.0,Occasion,27499.0
Fiat,500X,2018,40668.0,Occasion,12999.0
Peugeot,208,2020,38878.0,Occasion,17599.0
Renault,Captur,2019,63590.0,Occasion,15699.0
Renault,Clio 5,2022,23257.0,Occasion,17999.0
Peugeot,2008,2017,111979.0,Occasion,9999.0
Renault,Arkana,2021,48362.0,Occasion,20699.0
Peugeot,5008,2021,37235.0,Occasion,27999.0
Citroën,C5 Aircross,2024,5035.0,Occasion,27499.0
Nissan,Qashqai,2020,45457.0,Occasion,20699.0
Citroën,C4,2023,12320.0,Occasion,17499.0
Dacia,Duster,2019,78361.0,Occasion,15999.0
Opel,Mokka,2023,6424.0,Occasion,24999.0
Renault,Twingo 3,2023,1135.0,Occasion,17999.0
Mercedes,Classe A,2023,17830.0,Occasion,33999.0
Renault,Kadjar,2021,54527.0,Occasion,18299.0
Renault,Mégane 4,2017,73715.0,Occasion,13499.0
Citroën,C4 Cactus,2020,39650.0,Occasion,13499.0
Volkswagen,Polo,2018,121706.0,Occasion,14499.0
Renault,Zoé,2018,81917.0,Occasion,8499.0
DS,DS7 CROSSBACK,2021,85500.0,Occasion,24299.0
BMW,Série 1,2023,14056.0,Occasion,23699.0
Mini,Mini,2016,114325.0,Occasion,12799.0
Dacia,SPRING,2023,18016.0,Occasion,12499.0
DS,DS3 CROSSBACK,2020,49562.0,Occasion,17999.0
Audi,Q2,2024,14096.0,Occasion,31299.0
Citroën,GRAND C4 SPACETOURER,2022,64844.0,Occasion,24999.0
Skoda,Scala,2023,26518.0,Occasion,18499.0
Renault,Clio 4,2017,90629.0,Occasion,12299.0
Toyota,Corolla,2022,37590.0,Occasion,21499.0
Toyota,RAV 4,2023,12498.0,Occasion,42999.0
Ford,Kuga,2021,49750.0,Occasion,24499.0
Citroën,C4 SPACETOURER,2019,77850.0,Occasion,14999.0
Citroën,C3 Aircross,2023,38610.0,Occasion,19499.0
Jeep,Compass,2020,110165.0,Occasion,16999.0
Hyundai,Tucson,2021,49205.0,Occasion,31699.0
Peugeot,308 SW,2024,18.0,Occasion,25099.0
Audi,A3 Sportback,2017,46460.0,Occasion,22499.0
Volkswagen,T-Roc,2020,86283.0,Occasion,18499.0
Nissan,Juke,2020,18950.0,Occasion,19499.0
Peugeot,508,2021,40608.0,Occasion,22499.0
Skoda,KAMIQ,2019,86361.0,Occasion,15999.0
Volkswagen,Tiguan,2018,146023.0,Occasion,19999.0
Peugeot,3008,2023,14625.0,Occasion,24399.0
Citroën,C3,2018,63215.0,Occasion,9999.0
Fiat,500,2020,47920.0,Occasion,11599.0
Peugeot,408,2023,12827.0,Occasion,27499.0
Citroën,C5 X,2023,31457.0,Occasion,20999.0
Dacia,JOGGER,2022,64758.0,Occasion,16499.0
Dacia,Sandero,2019,30934.0,Occasion,12999.0
Volkswagen,Golf 8,2021,27679.0,Occasion,27399.0
Cupra,Formentor,2022,36290.0,Occasion,30499.0
Peugeot,308,2019,76511.0,Occasion,15299.0
Toyota,C-HR,2017,118539.0,Occasion,18399.0
Peugeot,208,2018,113548.0,Occasion,8499.0
Renault,Captur,2020,59057.0,Occasion,17999.0
Renault,Clio 5,2022,46487.0,Occasion,21899.0
Peugeot,2008,2022,68685.0,Occasion,18499.0
Peugeot,5008,2023,34895.0,Occasion,26499.0
Renault,Arkana,2023,27973.0,Occasion,22499.0
Citroën,C5 Aircross,2021,97011.0,Occasion,19499.0
Nissan,Qashqai,2021,29165.0,Occasion,20499.0
Citroën,C4,2020,38245.0,Occasion,15999.0
Dacia,Duster,2022,52643.0,Occasion,16999.0
Opel,Mokka,2021,41192.0,Occasion,15999.0
Renault,Twingo 3,2021,31035.0,Occasion,13499.0
Mercedes,Classe A,2020,66186.0,Occasion,22699.0
Renault,Kadjar,2017,111883.0,Occasion,10499.0
Citroën,C4 Cactus,2019,69563.0,Occasion,15499.0
Renault,Mégane 4,2018,94260.0,Occasion,12499.0
Renault,Zoé,2017,29082.0,Occasion,8299.0
DS,DS7 CROSSBACK,2019,73564.0,Occasion,22799.0
Volkswagen,Polo,2017,68670.0,Occasion,15499.0
BMW,Série 1,2023,12525.0,Occasion,29999.0
Mini,Mini,2020,47845.0,Occasion,20099.0
Dacia,SPRING,2021,7445.0,Occasion,11699.0
DS,DS3 CROSSBACK,2021,34747.0,Occasion,18999.0
Audi,Q2,2023,32625.0,Occasion,32499.0
Citroën,GRAND C4 SPACETOURER,2019,90449.0,Occasion,14299.0
Skoda,Scala,2023,27297.0,Occasion,18499.0
Toyota,Corolla,2022,18205.0,Occasion,22499.0
Citroën,C3 Aircross,2022,225.0,Occasion,21299.0
Jeep,Compass,2022,61483.0,Occasion,24499.0
Hyundai,Tucson,2021,12880.0,Occasion,33499.0
Peugeot,308 SW,2022,59930.0,Occasion,22999.0
Volkswagen,T-Roc,2024,26350.0,Occasion,33999.0
Audi,A3 Sportback,2019,56594.0,Occasion,23799.0
Peugeot,508,2021,20787.0,Occasion,26099.0
Skoda,KAMIQ,2023,17685.0,Occasion,22499.0
Volkswagen,Tiguan,2020,46736.0,Occasion,26099.0
Nissan,Juke,2024,13910.0,Occasion,18899.0
Peugeot,3008,2023,22895.0,Occasion,22499.0
Citroën,C3,2017,43184.0,Occasion,9999.0
Fiat,500,2020,43225.0,Occasion,12299.0
Peugeot,408,2023,8643.0,Occasion,28999.0
Dacia,JOGGER,2023,40105.0,Occasion,19999.0
Citroën,C5 X,2023,9437.0,Occasion,21999.0
Dacia,Sandero,2023,21942.0,Occasion,17199.0
Volkswagen,Golf 8,2021,43992.0,Occasion,21199.0
Cupra,Formentor,2022,14008.0,Occasion,29899.0
Peugeot,308,2017,54657.0,Occasion,11499.0
Toyota,C-HR,2019,52760.0,Occasion,20799.0
Renault,Captur,2019,59546.0,Occasion,12999.0
Peugeot,208,2018,85375.0,Occasion,8999.0
Renault,Clio 5,2021,27700.0,Occasion,14699.0
Peugeot,2008,2019,46165.0,Occasion,14999.0
Peugeot,5008,2023,50410.0,Occasion,27499.0
Renault,Arkana,2022,30742.0,Occasion,21299.0
Nissan,Qashqai,2022,10444.0,Occasion,31999.0
Citroën,C4,2023,13276.0,Occasion,23599.0
Citroën,C5 Aircross,2020,127512.0,Occasion,15299.0
Dacia,Duster,2019,71181.0,Occasion,16499.0
Renault,Twingo 3,2021,19416.0,Occasion,13699.0
Mercedes,Classe A,2021,46053.0,Occasion,26099.0
Renault,Kadjar,2021,62985.0,Occasion,17499.0
Renault,Zoé,2018,60900.0,Occasion,9299.0
DS,DS7 CROSSBACK,2021,71330.0,Occasion,30799.0
BMW,Série 1,2023,30598.0,Occasion,27699.0
Mini,Mini,2020,25105.0,Occasion,18499.0
Dacia,SPRING,2021,16662.0,Occasion,11299.0
DS,DS3 Crossback,2022,27841.0,Occasion,24899.0
Audi,Q2,2024,19675.0,Occasion,30999.0
Citroën,GRAND C4 SPACETOURER,2022,60575.0,Occasion,24999.0
Skoda,Scala,2023,24172.0,Occasion,23499.0
Opel,Mokka,2022,23130.0,Occasion,15999.0
Volkswagen,Polo,2021,6305.0,Occasion,16799.0
Renault,Mégane 4,2019,98373.0,Occasion,12799.0
Toyota,Corolla,2021,64808.0,Occasion,18499.0
Citroën,C3 Aircross,2018,68085.0,Occasion,10699.0
Jeep,Compass,2022,34652.0,Occasion,27399.0
Hyundai,Tucson,2021,44228.0,Occasion,30799.0
Peugeot,308 SW,2024,11151.0,Occasion,24399.0
Volkswagen,T-Roc,2021,34280.0,Occasion,21999.0
Audi,A3 Sportback,2021,62350.0,Occasion,27499.0
Peugeot,508,2019,68214.0,Occasion,19499.0
Skoda,Kamiq,2023,35213.0,Occasion,20999.0
Nissan,Juke,2024,7020.0,Occasion,21299.0
Peugeot,3008,2023,6225.0,Occasion,26999.0
Citroën,C3,2023,13890.0,Occasion,13499.0
Fiat,500,2022,11844.0,Occasion,13799.0
Dacia,JOGGER,2024,237.0,Occasion,23679.0
Volkswagen,Golf 8,2024,25650.0,Occasion,30799.0
Cupra,Formentor,2022,22634.0,Occasion,28399.0
Dacia,Sandero,2016,28876.0,Occasion,9299.0
Peugeot,308,2018,136860.0,Occasion,12999.0
Toyota,C-HR,2020,85428.0,Occasion,21999.0
Renault,Captur,2021,13088.0,Occasion,16499.0
Peugeot,208,2022,19050.0,Occasion,19699.0
Renault,Clio 5,2021,66904.0,Occasion,16499.0
Peugeot,2008,2024,9865.0,Occasion,23999.0
Peugeot,5008,2024,6006.0,Occasion,33499.0
Renault,Arkana,2023,15248.0,Occasion,28699.0
Nissan,Qashqai,2020,103703.0,Occasion,15499.0
Citroën,C4,2023,20917.0,Occasion,21999.0
Citroën,C5 Aircross,2023,13340.0,Occasion,25699.0
Dacia,Duster,2016,63620.0,Occasion,13999.0
Renault,Twingo 3,2020,32215.0,Occasion,12499.0
Mercedes,Classe A,2019,106798.0,Occasion,19499.0
Renault,Kadjar,2017,69615.0,Occasion,12799.0
Renault,Zoé,2020,77600.0,Occasion,10299.0
DS,DS7 CROSSBACK,2020,65165.0,Occasion,25699.0
BMW,Série 1,2021,30163.0,Occasion,27399.0
Mini,Mini,2019,91164.0,Occasion,15999.0
Dacia,SPRING,2022,14990.0,Occasion,11799.0
DS,DS3 CROSSBACK,2021,55559.0,Occasion,18799.0
Audi,Q2,2023,18955.0,Occasion,33999.0
Citroën,GRAND C4 SPACETOURER,2022,68035.0,Occasion,23499.0
Skoda,Scala,2023,27037.0,Occasion,22999.0
Renault,Mégane 4,2018,75795.0,Occasion,13999.0
Volkswagen,Polo,2018,117329.0,Occasion,12999.0
Citroën,C3 Aircross,2024,9506.0,Occasion,18699.0
Jeep,Compass,2022,64564.0,Occasion,27699.0
Peugeot,308 SW,2024,3990.0,Occasion,28399.0
Volkswagen,T-Roc,2019,61913.0,Occasion,18499.0
Audi,A3 Sportback,2020,100642.0,Occasion,27999.0
Skoda,Kamiq,2023,39661.0,Occasion,21299.0
Hyundai,Tucson,2021,29171.0,Occasion,30999.0
Nissan,Juke,2021,49680.0,Occasion,15999.0
Peugeot,508,2019,36353.0,Occasion,21499.0
Peugeot,3008,2024,6174.0,Occasion,30499.0
Citroën,C3,2020,60068.0,Occasion,10999.0
Peugeot,408,2024,8372.0,Occasion,25399.0
Fiat,500,2022,12362.0,Occasion,13999.0
Volkswagen,Golf 8,2023,12300.0,Occasion,30999.0
Dacia,Sandero,2020,14760.0,Occasion,14499.0
Peugeot,308,2019,69315.0,Occasion,13999.0
Toyota,C-HR,2021,41617.0,Occasion,22999.0
Renault,Captur,2022,12772.0,Occasion,22299.0
Peugeot,208,2024,230.0,Occasion,20999.0
Renault,Clio 5,2022,27730.0,Occasion,20499.0
Peugeot,5008,2021,52740.0,Occasion,22999.0
Renault,Arkana,2022,30878.0,Occasion,22899.0
Peugeot,2008,2024,7727.0,Occasion,23699.0
Nissan,Qashqai,2022,42039.0,Occasion,20799.0
Citroën,C4,2024,4056.0,Occasion,18999.0
Citroën,C5 Aircross,2020,66024.0,Occasion,19499.0
Dacia,Duster,2021,76143.0,Occasion,18299.0
Renault,Twingo 3,2022,26262.0,Occasion,13999.0
Mercedes,Classe A,2017,104263.0,Occasion,18999.0
Renault,Kadjar,2017,75952.0,Occasion,14999.0
Renault,Zoé,2019,62690.0,Occasion,9499.0
DS,DS7 Crossback,2018,37888.0,Occasion,23599.0
BMW,Série 1,2022,26498.0,Occasion,26999.0
Mini,Mini,2021,38744.0,Occasion,20899.0
Dacia,SPRING,2022,17937.0,Occasion,11499.0
DS,DS3 CROSSBACK,2019,28436.0,Occasion,20999.0
Audi,Q2,2023,28815.0,Occasion,32699.0
Citroën,GRAND C4 SPACETOURER,2019,88832.0,Occasion,16499.0
Skoda,Scala,2023,22743.0,Occasion,18499.0
Opel,Mokka,2023,9.0,Occasion,25999.0
Renault,Mégane 4,2019,87895.0,Occasion,15499.0
Volkswagen,Polo,2019,59798.0,Occasion,15499.0
Citroën,C3 Aircross,2023,32056.0,Occasion,15999.0
Jeep,Compass,2018,89964.0,Occasion,18499.0
Peugeot,308 SW,2019,70453.0,Occasion,12999.0
Volkswagen,T-Roc,2024,26430.0,Occasion,33899.0
Audi,A3 Sportback,2020,23892.0,Occasion,24299.0
Skoda,Kamiq,2023,21802.0,Occasion,22199.0
Hyundai,Tucson,2017,136512.0,Occasion,13999.0
Peugeot,508,2021,35795.0,Occasion,27899.0
Peugeot,3008,2023,21237.0,Occasion,30799.0
Citroën,C3,2020,65905.0,Occasion,13999.0
Peugeot,408,2024,5210.0,Occasion,27999.0
Fiat,500,2022,11973.0,Occasion,13999.0
Volkswagen,Golf 8,2021,41732.0,Occasion,22499.0
Dacia,Sandero,2023,21183.0,Occasion,17499.0
Peugeot,308,2021,35180.0,Occasion,20999.0
Toyota,C-HR,2023,26544.0,Occasion,24799.0
Renault,Captur,2021,60758.0,Occasion,14999.0
Volkswagen,Passat SW,2021,107063.0,Occasion,21999.0
Peugeot,208,2024,14959.0,Occasion,23999.0
Renault,Clio 5,2023,19539.0,Occasion,15399.0
Peugeot,5008,2023,23366.0,Occasion,33099.0
Renault,Arkana,2022,23122.0,Occasion,21699.0
Peugeot,2008,2024,2910.0,Occasion,27599.0
Nissan,Qashqai,2023,19638.0,Occasion,27699.0
Citroën,C4,2016,90735.0,Occasion,8999.0
Citroën,C5 Aircross,2020,45067.0,Occasion,23999.0
Dacia,Duster,2022,40941.0,Occasion,16599.0
Fiat,500X,2021,82926.0,Occasion,13599.0
Renault,Twingo 3,2023,13280.0,Occasion,14999.0
Mercedes,Classe A,2024,4860.0,Occasion,37899.0
Renault,Kadjar,2021,35095.0,Occasion,20699.0
DS,DS7 CROSSBACK,2021,59665.0,Occasion,28499.0
BMW,Série 1,2021,78726.0,Occasion,20799.0
Dacia,SPRING,2022,24025.0,Occasion,11399.0
Audi,Q2,2018,92723.0,Occasion,20499.0
Citroën,GRAND C4 SPACETOURER,2018,97516.0,Occasion,14799.0
Skoda,Scala,2022,41456.0,Occasion,18199.0
Renault,Zoé,2017,30840.0,Occasion,7499.0
DS,DS3 CROSSBACK,2021,7433.0,Occasion,20499.0
Mini,Mini,2019,112652.0,Occasion,12299.0
Citroën,C3 Aircross,2023,13270.0,Occasion,17499.0
Peugeot,308 SW,2021,45460.0,Occasion,19799.0
Volkswagen,T-Roc,2023,28158.0,Occasion,32999.0
Hyundai,Tucson,2021,88854.0,Occasion,19699.0
Audi,A3 Sportback,2019,93435.0,Occasion,22799.0
Peugeot,508,2019,73310.0,Occasion,21999.0
Skoda,Kamiq,2022,12635.0,Occasion,22199.0
Peugeot,3008,2021,36695.0,Occasion,25499.0
Citroën,C3,2017,90900.0,Occasion,9499.0
Fiat,500,2021,11205.0,Occasion,13499.0
Volkswagen,Golf 8,2023,16625.0,Occasion,36999.0
Dacia,Sandero,2021,62707.0,Occasion,10699.0
Peugeot,308,2017,67945.0,Occasion,10299.0
Toyota,C-HR,2021,42000.0,Occasion,22999.0
Renault,Captur,2018,78870.0,Occasion,11999.0
Peugeot,208,2020,68464.0,Occasion,11499.0
Renault,Clio 5,2023,18255.0,Occasion,20499.0
Renault,Arkana,2022,17681.0,Occasion,27499.0
Peugeot,2008,2023,42425.0,Occasion,19999.0
Peugeot,5008,2020,61260.0,Occasion,22499.0
Nissan,Qashqai,2023,12930.0,Occasion,28999.0
Citroën,C4,2024,8000.0,Occasion,24999.0
Citroën,C5 Aircross,2024,4090.0,Occasion,28999.0
Mercedes,Classe A,2024,9465.0,Occasion,37699.0
Renault,Kadjar,2017,111535.0,Occasion,13499.0
DS,DS7 CROSSBACK,2018,73890.0,Occasion,23999.0
BMW,Série 1,2020,63124.0,Occasion,21999.0
Dacia,SPRING,2022,27985.0,Occasion,11499.0
Audi,Q2,2023,11280.0,Occasion,30999.0
Skoda,Scala,2023,28487.0,Occasion,18499.0
Dacia,Duster,2018,72310.0,Occasion,13999.0
Renault,Twingo 3,2017,65370.0,Occasion,8999.0
Renault,Zoé,2023,9291.0,Occasion,21499.0
Mini,Mini,2021,42889.0,Occasion,20099.0
DS,DS3 CROSSBACK,2021,30165.0,Occasion,20299.0
Citroën,GRAND C4 SPACETOURER,2019,119015.0,Occasion,16999.0
Citroën,C3 Aircross,2022,20847.0,Occasion,18999.0
Peugeot,308 SW,2024,6419.0,Occasion,24499.0
Volkswagen,T-Roc,2021,119122.0,Occasion,20499.0
Peugeot,3008,2018,82565.0,Occasion,17499.0
Citroën,C3,2018,120719.0,Occasion,10599.0
Fiat,500,2021,44425.0,Occasion,11499.0
Volkswagen,Golf 8,2024,25380.0,Occasion,30799.0
Dacia,Sandero,2023,15369.0,Occasion,16499.0
Peugeot,308,2020,90034.0,Occasion,13999.0
Toyota,C-HR,2022,15739.0,Occasion,26999.0
Renault,Captur,2023,18699.0,Occasion,17899.0
Peugeot,208,2021,37316.0,Occasion,17999.0
Renault,Clio 5,2021,112066.0,Occasion,12299.0
Renault,Arkana,2022,22716.0,Occasion,21399.0
Peugeot,2008,2021,64302.0,Occasion,21499.0
Nissan,Qashqai,2023,10730.0,Occasion,25799.0
Peugeot,5008,2023,34141.0,Occasion,26999.0
Citroën,C4,2024,3881.0,Occasion,22999.0
Citroën,C5 Aircross,2023,28993.0,Occasion,19499.0
Mercedes,Classe A,2019,107687.0,Occasion,22999.0
Renault,Kadjar,2020,84580.0,Occasion,15999.0
BMW,Série 1,2022,25979.0,Occasion,23199.0
Dacia,Duster,2017,59748.0,Occasion,13499.0
Renault,Twingo 3,2017,25633.0,Occasion,14499.0
Renault,Zoé,2019,37583.0,Occasion,7799.0
Dacia,SPRING,2020,19380.0,Occasion,10499.0
Audi,Q2,2023,41665.0,Occasion,32999.0
Skoda,Scala,2023,12392.0,Occasion,23499.0
Citroën,C3 Aircross,2022,60490.0,Occasion,13999.0
Peugeot,308 SW,2024,5805.0,Occasion,24199.0
Volkswagen,T-Roc,2022,42959.0,Occasion,32999.0
Peugeot,3008,2024,9043.0,Occasion,30399.0
Citroën,C3,2019,86055.0,Occasion,9999.0
Fiat,500,2022,41979.0,Occasion,11999.0
Volkswagen,Golf 8,2023,10.0,Occasion,32299.0
Dacia,Sandero,2018,71750.0,Occasion,11999.0
Peugeot,308,2023,21057.0,Occasion,28399.0
Toyota,C-HR,2021,51804.0,Occasion,20499.0
Renault,Captur,2022,13551.0,Occasion,17199.0
Peugeot,208,2021,47813.0,Occasion,15499.0
Renault,Clio 5,2020,37062.0,Occasion,17699.0
Renault,Arkana,2023,14650.0,Occasion,22999.0
Peugeot,2008,2020,75512.0,Occasion,14499.0
Nissan,Qashqai,2019,67780.0,Occasion,18299.0
Peugeot,5008,2019,80949.0,Occasion,21999.0
Citroën,C4,2023,17080.0,Occasion,17999.0
Citroën,C5 Aircross,2021,35995.0,Occasion,24999.0
Mercedes,Classe A,2023,20761.0,Occasion,32999.0
Renault,Kadjar,2017,80729.0,Occasion,13599.0
BMW,Série 1,2019,71262.0,Occasion,19599.0
Dacia,Duster,2021,17358.0,Occasion,22999.0
Renault,Twingo 3,2017,19409.0,Occasion,14299.0
Renault,Zoé,2020,40425.0,Occasion,9799.0
DS,DS7 CROSSBACK,2022,11413.0,Occasion,34999.0
Citroën,C3 Aircross,2023,7901.0,Occasion,19399.0
Peugeot,308 SW,2020,42025.0,Occasion,15999.0
Volkswagen,T-Roc,2018,54368.0,Occasion,20499.0
Peugeot,3008,2018,49232.0,Occasion,14199.0
Citroën,C3,2023,15265.0,Occasion,13399.0
Volkswagen,Golf 8,2024,16950.0,Occasion,38999.0
Dacia,Sandero,2020,48889.0,Occasion,10499.0
Peugeot,308,2016,97715.0,Occasion,9799.0
Toyota,C-HR,2022,24145.0,Occasion,23499.0
Renault,Captur,2022,43010.0,Occasion,16299.0
Peugeot,208,2019,57733.0,Occasion,10499.0
Renault,Clio 5,2023,20049.0,Occasion,18699.0
Renault,Arkana,2023,31830.0,Occasion,21499.0
Peugeot,2008,2023,22315.0,Occasion,18999.0
Nissan,Qashqai,2021,57881.0,Occasion,22499.0
Peugeot,5008,2024,3410.0,Occasion,33499.0
Citroën,C4,2022,41825.0,Occasion,17399.0
Citroën,C5 Aircross,2021,49592.0,Occasion,23999.0
Mercedes,Classe A,2020,67099.0,Occasion,28999.0
Renault,Kadjar,2018,121230.0,Occasion,12999.0
BMW,Série 1,2023,34999.0,Occasion,27699.0
Renault,Zoé,2019,39010.0,Occasion,8499.0
DS,DS7 CROSSBACK,2021,64846.0,Occasion,26699.0
Citroën,C3 Aircross,2020,92837.0,Occasion,13799.0
Peugeot,308 SW,2024,3975.0,Occasion,28399.0
Volkswagen,T-Roc,2018,82007.0,Occasion,22999.0
Peugeot,3008,2019,96770.0,Occasion,15799.0
Citroën,C3,2021,61900.0,Occasion,9999.0
Volkswagen,Golf 8,2023,26450.0,Occasion,32899.0
Dacia,Sandero,2022,13935.0,Occasion,15999.0
Peugeot,308,2017,76859.0,Occasion,12299.0
Renault,Captur,2017,78065.0,Occasion,11999.0
Peugeot,208,2020,36485.0,Occasion,17499.0
Renault,Clio 5,2021,25625.0,Occasion,15999.0
Renault,Arkana,2022,18098.0,Occasion,22399.0
Peugeot,2008,2020,39960.0,Occasion,21499.0
Peugeot,5008,2023,22710.0,Occasion,33099.0
Nissan,Qashqai,2019,124470.0,Occasion,16699.0
Citroën,C4,2023,15800.0,Occasion,17299.0
Citroën,C5 Aircross,2020,43315.0,Occasion,19999.0
Renault,Kadjar,2021,34473.0,Occasion,18299.0
Mercedes,Classe A,2023,14370.0,Occasion,33499.0
BMW,Série 1,2022,72385.0,Occasion,25099.0
Renault,Zoé,2020,29045.0,Occasion,10999.0
Citroën,C3 Aircross,2018,72275.0,Occasion,12099.0
Peugeot,308 SW,2020,30889.0,Occasion,16999.0
Volkswagen,T-Roc,2021,32210.0,Occasion,23999.0
Peugeot,3008,2024,4155.0,Occasion,30499.0
Citroën,C3,2019,54244.0,Occasion,12499.0
Volkswagen,Golf 8,2023,23480.0,Occasion,30980.0
Dacia,Sandero,2021,84712.0,Occasion,12799.0
Peugeot,308,2021,65975.0,Occasion,15499.0
Toyota,C-HR,2021,40700.0,Occasion,21999.0
Renault,Captur,2019,90645.0,Occasion,11799.0
Peugeot,208,2021,60625.0,Occasion,17499.0
Renault,Clio 5,2021,40172.0,Occasion,15699.0
Renault,Arkana,2023,42132.0,Occasion,22899.0
Peugeot,2008,2018,67086.0,Occasion,11999.0
Nissan,Qashqai,2019,93223.0,Occasion,17999.0
Peugeot,5008,2024,6106.0,Occasion,29499.0
Citroën,C4,2024,16415.0,Occasion,25399.0
Citroën,C5 Aircross,2023,20271.0,Occasion,20999.0
Renault,Kadjar,2017,35589.0,Occasion,15799.0
Mercedes,Classe A,2023,20210.0,Occasion,32899.0
BMW,Série 1,2022,60918.0,Occasion,23099.0
Renault,Zoé,2019,46580.0,Occasion,11999.0
Citroën,C3 Aircross,2020,75747.0,Occasion,14999.0
Peugeot,308 SW,2018,74598.0,Occasion,11799.0
Volkswagen,T-Roc,2022,41294.0,Occasion,23499.0
Peugeot,3008,2024,8380.0,Occasion,29399.0
Citroën,C3,2021,45715.0,Occasion,10799.0
Volkswagen,Golf 8,2023,19215.0,Occasion,27499.0
Dacia,Sandero,2023,17569.0,Occasion,15999.0
Peugeot,308,2023,22980.0,Occasion,21999.0
Toyota,C-HR,2018,105546.0,Occasion,14799.0
Renault,Captur,2017,63288.0,Occasion,12499.0
Peugeot,208,2019,21835.0,Occasion,10799.0
Renault,Clio 5,2023,16395.0,Occasion,15899.0
Renault,Arkana,2023,18425.0,Occasion,22999.0
Peugeot,2008,2024,9254.0,Occasion,23699.0
Peugeot,5008,2024,3235.0,Occasion,32499.0
Nissan,Qashqai,2019,90209.0,Occasion,16299.0
Citroën,C4,2023,13262.0,Occasion,19499.0
Citroën,C5 Aircross,2020,46265.0,Occasion,22799.0
Renault,Kadjar,2021,56105.0,Occasion,18799.0
Mercedes,Classe A,2023,16158.0,Occasion,33299.0
BMW,Série 1,2021,72257.0,Occasion,26999.0
Citroën,C3 Aircross,2024,17122.0,Occasion,18399.0
Peugeot,308 SW,2024,4585.0,Occasion,24399.0
Volkswagen,T-Roc,2021,90101.0,Occasion,18499.0
Peugeot,3008,2018,45775.0,Occasion,14299.0
Citroën,C3,2023,14658.0,Occasion,13499.0
Volkswagen,Golf 8,2022,13195.0,Occasion,34299.0
Peugeot,308,2019,53104.0,Occasion,11799.0
Toyota,C-HR,2018,71453.0,Occasion,18499.0
Renault,Captur,2021,26216.0,Occasion,16399.0
Peugeot,208,2018,31270.0,Occasion,10499.0
Renault,Arkana,2023,11075.0,Occasion,23999.0
Renault,Clio 5,2022,38100.0,Occasion,15499.0
Peugeot,2008,2017,81970.0,Occasion,9999.0
Peugeot,5008,2018,65685.0,Occasion,17999.0
Nissan,Qashqai,2019,64643.0,Occasion,16699.0
Citroën,C4,2024,4420.0,Occasion,24999.0
Citroën,C5 Aircross,2024,7015.0,Occasion,27499.0
Renault,Kadjar,2019,69397.0,Occasion,18299.0
Mercedes,Classe A,2024,12527.0,Occasion,37499.0
BMW,Série 1,2023,16156.0,Occasion,29999.0
Citroën,C3 Aircross,2023,20993.0,Occasion,16699.0
Peugeot,308 SW,2018,99281.0,Occasion,10799.0
Peugeot,3008,2017,107665.0,Occasion,11999.0
Citroën,C3,2019,21853.0,Occasion,10799.0
Volkswagen,Golf 8,2023,3530.0,Occasion,40799.0
Peugeot,308,2023,12177.0,Occasion,28999.0
Toyota,C-HR,2021,61745.0,Occasion,19999.0
Renault,Captur,2019,73355.0,Occasion,14299.0
Peugeot,208,2019,143950.0,Occasion,11699.0
Renault,Arkana,2022,14576.0,Occasion,23999.0
Peugeot,2008,2022,50058.0,Occasion,22499.0
Renault,Clio 5,2023,18421.0,Occasion,16399.0
Peugeot,5008,2024,8741.0,Occasion,33299.0
Nissan,Qashqai,2020,62952.0,Occasion,18499.0
Citroën,C4,2021,50776.0,Occasion,18299.0
Citroën,C5 Aircross,2024,4201.0,Occasion,28999.0
Renault,Kadjar,2017,51360.0,Occasion,15999.0
